Voltage U1	Current IA	Temperature Tact	Voltage U2	Voltage UH
U1/V	IA/nA	Tact/°C	U2/V	UH/V

37.41	6.83	194	2.0	6.3
37.43	6.57	194	2.0	6.3
37.46	6.27	194	2.0	6.3
37.48	6.00	193	2.0	6.3
37.50	5.75	193	2.0	6.3
37.53	5.51	193	2.0	6.3
37.55	5.27	193	2.0	6.3
37.58	5.03	193	2.0	6.3
37.60	4.81	193	2.0	6.3
37.63	4.64	193	2.0	6.3
37.65	4.46	193	2.0	6.3
37.68	4.30	193	2.0	6.3
37.70	4.13	193	2.0	6.3
37.72	3.99	193	2.0	6.3
37.75	3.81	193	2.0	6.3
37.77	3.64	193	2.0	6.3
37.80	3.51	193	2.0	6.3
37.82	3.41	193	2.0	6.3
37.85	3.29	193	2.0	6.3
37.87	3.20	193	2.0	6.3
37.89	3.13	193	2.0	6.3
37.92	3.06	193	2.0	6.3
37.94	3.02	193	2.0	6.3
37.97	2.97	194	2.0	6.3
37.99	2.95	194	2.0	6.3
38.02	2.93	194	2.0	6.3
38.04	2.90	194	2.0	6.3
38.07	2.88	194	2.0	6.3
38.09	2.87	194	2.0	6.3
38.11	2.86	194	2.0	6.3
38.14	2.87	194	2.0	6.3
38.16	2.88	194	2.0	6.3
38.19	2.88	194	2.0	6.3
38.21	2.90	194	2.0	6.3
38.24	2.91	194	2.0	6.3
38.26	2.93	194	2.0	6.3
38.29	2.97	194	2.0	6.3
38.31	3.02	194	2.0	6.3
38.33	3.09	194	2.0	6.3
38.36	3.16	194	2.0	6.3
38.38	3.25	194	2.0	6.3
38.41	3.33	194	2.0	6.3
38.43	3.41	194	2.0	6.3
38.46	3.49	194	2.0	6.3
38.48	3.57	194	2.0	6.3
38.51	3.63	194	2.0	6.3
38.53	3.71	194	2.0	6.3
38.55	3.81	194	2.0	6.3
38.58	3.90	194	2.0	6.3
38.60	4.02	194	2.0	6.3
38.63	4.15	194	2.0	6.3
38.65	4.28	194	2.0	6.3
38.68	4.39	194	2.0	6.3
38.70	4.53	194	2.0	6.3
38.73	4.62	194	2.0	6.3
38.75	4.73	194	2.0	6.3
38.77	4.82	194	2.0	6.3
38.80	4.92	194	2.0	6.3
38.82	5.03	194	2.0	6.3
38.85	5.13	194	2.0	6.3
38.87	5.28	194	2.0	6.3
38.90	5.43	194	2.0	6.3
38.92	5.57	194	2.0	6.3
38.94	5.72	193	2.0	6.3
38.97	5.89	193	2.0	6.3
38.99	6.01	193	2.0	6.3
39.02	6.15	193	2.0	6.3
39.04	6.30	193	2.0	6.3
39.07	6.42	193	2.0	6.3
39.09	6.55	193	2.0	6.3
39.12	6.67	193	2.0	6.3
39.14	6.80	193	2.0	6.3
39.16	6.93	193	2.0	6.3
39.19	7.07	193	2.0	6.3
39.21	7.21	193	2.0	6.3
39.24	7.34	193	2.0	6.3
39.26	7.50	193	2.0	6.3
39.29	7.68	193	2.0	6.3
39.31	7.84	193	2.0	6.3
39.34	7.97	193	2.0	6.3
39.36	8.14	193	2.0	6.3
39.38	8.27	193	2.0	6.3
39.41	8.40	193	2.0	6.3
39.43	8.54	194	2.0	6.3
39.46	8.70	194	2.0	6.3
39.48	8.87	193	2.0	6.3
39.51	9.03	194	2.0	6.3
39.53	9.19	193	2.0	6.3
39.56	9.36	194	2.0	6.3
39.58	9.54	194	2.0	6.3
39.60	9.71	193	2.0	6.3
39.63	9.88	193	2.0	6.3
39.65	10.02	193	2.0	6.3
39.68	10.17	194	2.0	6.3
39.70	10.31	194	2.0	6.3
39.73	10.42	193	2.0	6.3
39.75	10.59	193	2.0	6.3
39.78	10.76	194	2.0	6.3
39.80	10.93	194	2.0	6.3
39.82	11.12	194	2.0	6.3
39.85	11.33	193	2.0	6.3
39.87	11.51	194	2.0	6.3
39.90	11.71	194	2.0	6.3
39.92	11.85	194	2.0	6.3
39.95	12.02	194	2.0	6.3
39.97	12.17	194	2.0	6.3
39.99	12.27	194	2.0	6.3
